id,requester_id,receiver_id,is_mutual
394,53,598,true
395,316,22,false
396,960,446,true
397,357,429,true
398,534,740,false
399,171,630,true
400,508,140,false
401,595,568,true
402,338,540,true
403,367,916,true
404,458,44,true
405,762,24,false
406,422,311,true
407,349,285,true
408,556,437,false
409,695,149,false
410,235,842,true
411,655,115,true
412,253,787,false
413,399,690,true
414,552,84,false
415,256,940,true
416,811,8,false
417,970,933,true
418,306,503,false
419,390,478,true
420,993,9,false
421,957,815,true
422,666,783,false
423,984,391,false
424,268,369,true
425,629,806,true
426,850,780,false
427,222,480,false
428,873,123,true
429,601,883,true
430,90,830,true
431,198,829,true
432,379,828,true
433,796,76,false
434,194,878,true
435,724,461,true
436,375,402,true
437,267,153,false
438,368,627,true
439,927,544,true
440,411,71,true
441,779,104,false
442,257,118,false
443,770,254,true
444,154,934,false
445,216,548,false
446,756,640,true
447,843,775,false
448,679,245,true
449,624,204,true
450,721,894,true
451,563,852,false
452,729,816,true
453,434,114,true
454,328,917,false
455,350,406,true
456,290,147,false
457,205,502,false
458,937,134,false
459,498,287,false
460,662,92,true
461,120,321,false
462,830,871,false
463,158,733,true
464,642,641,false
465,591,195,true
466,43,520,false
467,45,787,true
468,159,461,true
469,883,877,true
470,764,371,true
471,407,599,true
472,925,815,false
473,625,496,true
474,237,102,false
475,69,614,true
476,845,165,false
477,391,379,true
478,906,966,true
479,290,846,false
480,972,482,false
481,414,70,false
482,764,829,false
483,244,238,false
484,408,666,true
485,725,557,false
486,816,646,false
487,349,944,true
488,399,500,true
489,327,278,true
490,21,16,false
491,826,103,false
492,29,119,true
493,422,593,true
494,34,765,false
495,734,347,true
496,827,6,true
497,483,960,false
498,755,721,true
499,718,638,false
500,453,782,false
501,136,411,false
502,205,659,true
503,335,326,true
504,884,962,true
505,931,363,false
506,385,211,false
507,53,433,false
508,310,898,true
509,531,472,true
510,536,953,false
511,215,8,false
512,1000,162,true
513,970,121,true
514,964,905,true
515,617,951,true
516,467,633,true
517,616,554,false
518,230,25,false
519,915,345,false
520,717,138,false
521,241,647,true
522,695,295,false
523,922,530,true
524,542,358,false
525,297,299,true
526,682,604,true
527,622,200,false
528,439,351,false
529,636,151,true
530,576,518,true
531,468,153,true
532,468,86,false
533,580,63,false
534,998,195,true
535,146,793,true
536,794,954,false
537,217,154,true
538,851,660,false
539,408,102,true
540,424,505,true
541,956,330,true
542,781,567,false
543,798,604,false
544,324,567,false
545,16,740,true
546,565,391,false
547,657,349,true
548,505,812,true
549,131,233,false
550,92,597,true
551,320,726,false
552,547,456,false
553,95,335,true
554,841,786,true
555,184,330,false
556,482,186,true
557,615,825,true
558,147,74,false
559,394,677,true
560,423,708,true
561,582,578,true
562,860,450,false
563,801,879,false
564,598,2,false
565,947,942,false
566,250,447,true
567,376,227,true
568,929,705,false
569,739,907,true
570,903,410,false
571,520,76,true
572,902,586,false
573,674,386,true
574,332,786,true
575,993,153,true
576,814,195,false
577,469,90,true
578,335,346,true
579,41,635,true
580,322,59,true
581,898,586,false
582,829,382,false
583,758,954,true
584,313,33,false
585,65,824,true
586,465,389,false
587,810,384,false
588,311,873,false
589,50,567,true
590,368,682,false
591,419,185,true
592,371,3,false
593,815,79,true
594,59,244,false
595,143,592,false
596,37,509,false
597,904,858,true
598,420,371,false
599,119,2,false
600,11,689,true
601,417,68,false
602,874,10,false
603,726,586,true
604,884,801,false
605,199,116,true
606,391,210,false
607,734,724,false
608,477,582,true
609,743,655,false
610,56,719,false
611,700,437,true
612,923,611,true
613,337,632,true
614,798,370,false
615,122,345,false
616,258,198,true
617,924,661,true
618,559,160,false
619,387,566,true
620,378,994,false
621,737,558,true
622,71,519,true
623,929,941,true
624,515,109,true
625,918,831,true
626,398,798,true
627,704,623,false
628,487,700,false
629,500,238,false
630,309,789,false
631,352,448,false
632,369,793,false
633,609,361,false
634,247,407,false
635,939,195,false
636,196,19,true
637,76,921,true
638,167,380,true
639,568,21,true
640,384,804,true
641,494,991,true
642,39,90,true
643,743,102,true
644,196,20,true
645,310,222,true
646,54,677,false
647,274,822,true
648,110,798,true
649,429,185,false
650,247,212,true
651,536,462,true
652,948,748,true
653,588,693,true
654,933,745,true
655,879,771,false
656,911,643,true
657,425,48,true
658,455,456,true
659,937,882,true
660,229,865,true
661,56,708,false
662,136,920,true
663,534,975,true
664,114,291,true
665,587,611,true
666,795,743,true
667,566,803,true
668,323,914,false
669,81,257,true
670,291,588,true
671,901,951,false
672,497,689,false
673,466,94,true
674,593,100,false
675,472,123,false
676,666,639,false
677,116,136,true
678,387,786,false
679,287,591,false
680,729,727,true
681,593,632,false
682,745,64,true
683,515,827,false
684,403,374,true
685,551,674,false
686,267,167,false
687,266,905,false
688,143,480,false
689,336,954,true
690,299,829,true
691,94,774,true
692,501,853,false
693,164,24,false
694,403,995,true
695,666,110,false
696,540,223,false
697,151,893,false
698,271,868,false
699,126,890,false
700,740,346,false
701,790,999,true
702,59,969,true
703,350,744,false
704,257,27,true
705,941,60,false
706,117,812,false
707,44,447,true
708,872,517,true
709,579,211,true
710,259,224,true
711,633,654,true
712,356,460,false
713,30,48,true
714,163,584,false
715,967,58,true
716,5,14,false
717,264,936,true
718,589,248,true
719,22,954,false
720,354,826,false
721,409,371,true
722,244,430,true
723,971,964,true
724,489,138,true
725,740,47,false
726,396,51,true
727,285,132,false
728,361,199,false
729,407,566,true
730,967,208,true
731,960,509,true
732,149,372,false
733,894,50,true
734,863,562,true
735,457,978,false
736,389,752,true
737,81,805,false
738,215,493,false
739,126,382,false
740,945,657,false
741,93,815,false
742,78,649,true
743,578,64,true
744,443,99,true
745,624,485,true
746,961,692,false
747,595,499,true
748,885,72,true
749,511,901,true
750,53,342,false
751,37,34,true
752,128,315,false
753,17,179,true
754,983,427,false
755,718,372,false
756,638,748,true
757,465,350,true
758,598,995,false
759,485,865,true
760,662,56,true
761,756,55,true
762,832,414,true
763,895,132,false
764,119,494,false
765,349,811,false
766,442,966,true
767,301,100,true
768,313,120,true
769,791,914,true
770,304,729,false
771,940,223,true
772,989,714,false
773,658,655,true
774,591,776,false
775,321,682,true
776,444,984,true
777,541,429,true
778,717,457,true
779,205,201,false
780,683,841,false
781,702,546,false
782,339,994,true
783,111,593,true
784,231,355,true
785,989,829,true
786,324,411,true
787,99,548,true
788,703,158,true
789,606,645,false
790,7,8,true
791,733,204,true
792,707,190,true
793,179,329,false
794,47,718,true
795,474,389,true
796,238,520,false
797,151,729,false
798,766,736,true
799,720,548,false
800,1000,86,false
801,785,297,true
802,497,85,true
803,369,954,true
804,299,440,true
805,727,940,false
806,120,265,true
807,455,501,true
808,808,882,true
809,211,507,false
810,754,191,true
811,565,133,true
812,573,620,false
813,84,384,true
814,192,341,false
815,941,541,false
816,916,856,true
817,71,187,true
818,116,277,false
819,198,732,false
820,695,653,false
821,230,58,false
822,888,374,false
823,149,544,true
824,997,401,false
825,48,977,true
826,165,599,true
827,236,388,true
828,493,303,false
829,997,303,false
830,813,719,true
831,551,6,false
832,809,647,true
833,640,738,true
834,429,851,true
835,935,56,false
836,453,647,true
837,562,456,true
838,142,598,false
839,652,171,false
840,193,72,false
841,490,157,true
842,71,610,true
843,201,469,true
844,364,788,false
845,763,674,false
846,845,390,true
847,82,301,false
848,606,27,false
849,957,484,true
850,358,471,true
851,256,683,true
852,185,899,false
853,226,86,false
854,520,455,false
855,533,986,false
856,121,280,true
857,26,853,false
858,173,949,false
859,21,540,true
860,792,488,true
861,587,401,true
862,973,118,false
863,114,653,true
864,48,789,false
865,497,140,true
866,430,847,true
867,581,643,false
868,63,975,false
869,803,570,true
870,150,30,false
871,846,749,true
872,770,522,false
873,877,391,true
874,466,378,true
875,703,342,true
876,870,929,true
877,367,252,false
878,12,735,false
879,406,853,false
880,289,965,false
881,982,114,false
882,370,369,true
883,241,103,true
884,133,621,false
885,378,79,false
886,173,29,false
887,276,88,false
888,474,18,false
889,509,515,true
890,289,276,true
891,907,555,false
892,357,776,false
893,786,785,false
894,377,525,false
895,934,600,false
896,705,392,false
897,691,880,true
898,648,276,true
899,411,805,true
900,504,985,true
901,485,776,false
902,711,137,false
903,504,879,true
904,780,793,true
905,460,392,false
906,562,404,false
907,937,88,true
908,947,271,true
909,724,54,true
910,52,686,true
911,287,393,true
912,973,254,true
913,909,551,true
914,7,173,false
915,130,281,true
916,29,605,true
917,474,686,false
918,91,774,false
919,77,161,true
920,167,199,false
921,171,433,true
922,351,440,false
923,713,129,false
924,299,194,true
925,131,187,false
926,975,10,true
927,333,276,false
928,252,850,false
929,915,495,true
930,827,253,false
931,271,903,false
932,316,510,true
933,243,730,true
934,733,800,false
935,238,305,false
936,630,547,true
937,37,598,true
938,553,999,true
939,770,290,false
940,916,553,true
941,739,449,true
942,553,586,true
943,116,524,false
944,394,954,true
945,797,280,false
946,985,708,true
947,578,205,true
948,6,405,false
949,38,772,true
950,87,138,false
951,443,626,true
952,982,157,false
953,120,85,false
954,449,819,false
955,903,536,false
956,122,548,true
957,93,775,false
958,357,332,true
959,141,168,true
960,241,483,false
961,477,112,false
962,545,395,true
963,401,744,false
964,908,392,false
965,110,26,true
966,441,719,false
967,2,100,false
968,624,668,false
969,96,170,false
970,358,910,false
971,67,564,true
972,683,814,true
973,318,602,false
974,40,534,true
975,414,457,false
976,772,555,true
977,801,917,false
978,930,229,true
979,937,141,true
980,405,824,false
981,251,300,false
982,349,853,false
983,115,80,true
984,710,927,true
985,657,330,true
986,769,25,false
987,207,509,true
988,546,222,false
989,740,924,false
990,47,919,true
991,761,617,false
992,81,765,false
993,984,349,true
994,893,271,false
995,695,396,true
996,9,932,false
997,550,582,false
998,317,808,true
999,322,680,true
1000,915,662,false
1001,41,945,true
1002,131,266,false
1003,285,86,true
1004,782,631,false
1005,283,115,true
1006,121,381,false
1007,976,418,false
1008,188,716,false
1009,729,549,true
1010,345,284,true
1011,626,186,false
1012,269,221,true
1013,722,132,false
1014,893,315,true
1015,344,458,true
1016,334,430,true
1017,688,456,false
1018,175,30,true
1019,760,261,false
1020,600,935,false
1021,327,248,true
1022,62,265,true
1023,461,394,true
1024,343,267,true
1025,259,675,true
1026,642,443,false
1027,299,753,true
1028,114,160,false
1029,918,382,true
1030,394,987,true
1031,793,840,true
1032,79,937,false
1033,81,355,true
1034,394,308,false
1035,895,730,false
1036,691,37,true
1037,100,27,true
1038,702,435,true
1039,890,793,true
1040,147,677,true
1041,799,334,false
1042,972,715,true
1043,76,757,false
1044,793,801,false
1045,496,661,false
1046,111,836,false
1047,796,711,false
1048,226,270,true
1049,298,856,false
1050,149,875,true
1051,508,20,false
1052,957,816,false
1053,433,77,false
1054,166,689,true
1055,961,210,false
1056,935,640,false
1057,731,973,false
1058,997,442,false
1059,835,286,false
1060,309,503,true
1061,595,973,false
1062,857,21,true
1063,626,175,true
1064,761,383,false
1065,605,952,false
1066,826,363,true
1067,641,113,false
1068,807,445,false
1069,281,118,true
1070,533,554,false
1071,907,174,false
1072,453,715,false
1073,150,437,false
1074,142,894,true
1075,340,891,true
1076,230,49,false
1077,126,257,true
1078,662,622,true
1079,418,962,true
1080,782,898,false
1081,389,336,true
1082,34,282,true
1083,680,596,true
1084,519,564,true
1085,565,720,true
1086,259,623,true
1087,25,1000,true
1088,490,1,true
1089,883,513,false
1090,185,27,true
1091,260,566,false
1092,880,226,false
1093,118,415,true
1094,352,548,true
1095,814,902,true
1096,858,276,true
1097,40,899,true
1098,514,445,true
1099,110,761,true
1100,54,397,false
1101,516,810,false
1102,117,764,true
1103,337,873,true
1104,460,153,false
1105,440,615,false
1106,968,541,false
1107,189,4,false
1108,246,771,false
1109,422,452,true
1110,29,633,false
1111,455,54,false
1112,51,691,true
1113,262,384,true
1114,435,381,false
1115,457,694,true
1116,147,457,false
1117,486,275,false
1118,792,644,true
1119,501,895,false
1120,585,923,true
1121,39,93,true
1122,2,935,false
1123,31,454,false
1124,590,390,true
1125,422,704,false
1126,673,644,true
1127,661,344,true
1128,38,193,false
1129,848,318,false
1130,428,303,true
1131,883,490,true
1132,298,369,false
1133,636,250,true
1134,470,147,true
1135,853,213,false
1136,237,124,true
1137,456,44,false
1138,724,52,false
1139,917,208,false
1140,172,742,false
1141,274,918,false
1142,127,698,true
1143,587,689,false
1144,32,486,true
1145,594,888,false
1146,525,404,true
1147,334,92,false
1148,118,874,true
1149,73,395,true
1150,613,925,false
1151,74,557,true
1152,988,564,true
1153,280,425,true
1154,127,682,false
1155,184,455,false
1156,343,245,true
1157,998,164,true
1158,705,333,true
1159,739,816,false
1160,112,107,false
1161,717,610,true
1162,926,377,false
1163,691,766,true
1164,723,753,false
1165,861,252,false
1166,358,953,true
1167,707,895,false
1168,100,468,true
1169,147,387,false
1170,752,422,false
1171,804,960,false
1172,737,179,false
1173,325,351,false
1174,243,879,false
1175,47,31,false
1176,31,569,false
1177,559,220,true
1178,977,813,false
1179,759,180,true
1180,424,985,true
1181,268,975,true
1182,63,939,false
1183,11,207,true
1184,302,349,true
1185,785,498,true
1186,883,800,true
1187,617,874,false
1188,378,531,false
1189,695,449,true
1190,830,818,true
1191,571,740,true
1192,501,3,false
1193,496,802,true
1194,822,506,false
1195,834,473,false
1196,751,878,true
1197,225,590,true
1198,121,15,false
1199,648,840,false
1200,906,563,false
1201,165,683,false
1202,90,241,false
1203,512,612,true
1204,119,852,true
1205,987,78,true
1206,862,257,true
1207,631,984,true
1208,180,426,false
1209,536,530,true
1210,12,272,true
1211,935,573,false
1212,888,27,true
1213,326,530,false
1214,5,997,true
1215,591,755,false
1216,104,226,false
1217,280,370,true
1218,805,1000,false
1219,566,859,false
1220,182,975,true
1221,511,857,false
1222,730,301,false
1223,941,668,true
1224,834,690,true
1225,509,746,false
1226,911,443,false
1227,394,502,false
1228,104,805,true
1229,108,922,false
1230,512,665,false
1231,783,413,true
1232,302,809,false
1233,641,311,true
1234,42,137,false
1235,146,383,false
1236,332,702,true
1237,608,445,false
1238,837,963,true
1239,776,460,true
1240,230,592,false
1241,686,118,true
1242,30,488,false
1243,793,955,true
1244,959,75,true
1245,438,875,false
1246,143,700,false
1247,698,426,false
1248,926,684,true
1249,425,908,true
1250,867,262,true
1251,95,390,true
1252,95,455,true
1253,74,624,true
1254,76,461,true
1255,428,46,true
1256,620,553,false
1257,670,542,true
1258,837,453,true
1259,169,703,false
1260,883,760,true
1261,707,206,true
1262,23,791,true
1263,457,86,false
1264,976,356,true
1265,868,749,true
1266,225,720,false
1267,745,77,false
1268,818,451,false
1269,743,504,false
1270,506,270,false
1271,872,772,false
1272,325,266,true
1273,533,453,true
1274,920,627,false
1275,366,422,true
1276,935,906,false
1277,963,384,false
1278,996,378,false
1279,111,812,false
1280,1000,701,true
1281,927,249,true
1282,204,80,false
1283,586,668,true
1284,666,286,true
1285,807,702,true
1286,484,911,true
1287,395,301,false
1288,401,199,false
1289,910,784,false
1290,106,321,true
1291,649,635,true
1292,31,67,true
1293,819,867,true
1294,235,868,false
1295,449,121,false
1296,584,576,true
1297,363,823,false
1298,486,69,true
1299,798,405,false
1300,264,680,false
1301,88,998,false
1302,540,453,false
1303,673,978,false
1304,246,989,false
1305,583,98,false
1306,269,166,true
1307,368,42,true
1308,401,104,false
1309,3,284,true
1310,905,153,true
1311,536,675,true
1312,313,874,false
1313,340,126,true
1314,548,649,false
1315,815,330,false
1316,417,501,true
1317,856,534,true
1318,665,170,true
1319,956,944,false
1320,76,463,true
1321,789,866,true
1322,34,247,false
1323,696,862,false
1324,403,586,true
1325,577,103,true
1326,893,419,false
1327,29,15,false
1328,380,834,false
1329,404,70,false
1330,851,681,false
1331,284,742,true
1332,799,410,false
1333,85,562,false
1334,474,827,false
1335,283,792,true
1336,398,799,false
1337,595,925,true
1338,665,552,true
1339,721,371,true
1340,371,549,false
1341,819,289,false
1342,814,243,false
1343,715,447,false
1344,810,598,false
1345,706,742,true
1346,587,459,true
1347,757,918,true
1348,306,772,true
1349,292,29,true
1350,945,871,false
1351,701,944,true
1352,65,179,false
1353,694,719,true
1354,259,855,true
1355,724,705,false
1356,99,225,false
1357,182,941,true
1358,143,193,true
1359,944,113,false
1360,954,824,true
1361,433,611,true
1362,257,310,false
1363,321,506,false
1364,185,903,true
1365,267,233,true
1366,480,280,true
1367,505,546,false
1368,211,712,false
1369,430,230,true
1370,190,259,false
1371,719,12,true
1372,698,790,true
1373,955,830,true
1374,60,594,false
1375,9,627,true
1376,228,443,true
1377,760,794,true
1378,931,462,false
1379,577,307,true
1380,112,80,false
1381,29,781,false
1382,731,777,true
1383,655,982,false
1384,152,808,true
1385,938,739,true
1386,250,58,false
1387,70,15,true
1388,737,452,true
1389,205,126,true
1390,511,694,false
1391,214,728,false
1392,406,8,false
1393,919,128,false
1394,821,660,false
1395,95,535,false
1396,617,744,false
1397,441,931,true
1398,764,836,false
1399,516,930,false
1400,636,768,true
1401,88,750,true
1402,356,496,false
1403,919,86,false
1404,696,256,false
1405,638,469,true
1406,609,624,true
1407,20,263,true
1408,999,264,false
1409,804,878,false
1410,580,745,true
1411,461,684,false
1412,387,586,false
1413,91,191,true
1414,187,831,true
1415,726,275,false
1416,649,445,true
1417,557,844,true
1418,792,100,false
1419,155,451,true
1420,680,663,true
1421,15,914,true
1422,718,754,false
1423,804,45,false
1424,146,423,false
1425,883,705,false
1426,969,670,false
1427,363,818,false
1428,42,482,true
1429,967,72,false
1430,933,104,false
1431,217,828,false
1432,77,548,false
1433,864,550,true
1434,590,559,true
1435,256,857,true
1436,839,661,true
1437,326,872,false
1438,446,663,true
1439,173,918,false
1440,41,895,true
1441,284,546,true
1442,404,383,false
1443,676,538,false
1444,817,171,true
1445,671,330,true
1446,684,495,false
1447,778,641,true
1448,414,251,false
1449,697,467,false
1450,10,552,false
1451,595,525,false
1452,287,894,false
1453,841,58,true
1454,77,192,true
1455,135,905,false
1456,81,209,false
1457,9,230,true
1458,591,485,true
1459,217,411,false
1460,724,588,false
1461,864,693,true
1462,188,450,false
1463,972,307,false
1464,871,413,false
1465,275,498,false
1466,66,555,true
1467,657,493,true
1468,1000,789,true
1469,975,287,true
1470,278,679,true
1471,720,547,false
1472,242,396,true
1473,469,1000,true
1474,109,512,false
1475,577,9,true
1476,995,77,false
1477,943,500,true
1478,370,708,false
1479,418,398,true
1480,719,352,false
1481,872,490,true
1482,697,125,false
1483,704,608,false
1484,40,944,false
1485,88,255,true
1486,370,682,false
1487,336,506,true
1488,385,91,true
1489,409,875,false
1490,24,129,true
1491,283,413,true
1492,645,590,true
1493,189,851,false
1494,438,575,true
1495,514,786,true
1496,902,179,false
1497,412,364,false
1498,176,675,true
1499,337,793,true
1500,295,662,false
1501,198,979,false
1502,180,264,false
1503,632,778,false
1504,112,567,false
1505,256,168,true
1506,103,455,true
1507,826,134,true
1508,774,240,true
1509,448,650,false
1510,372,766,true
1511,302,131,true
1512,59,365,false
1513,618,553,true
1514,45,56,true
1515,454,398,false
1516,99,853,false
1517,388,851,false
1518,939,285,true
1519,336,123,true
1520,933,213,true
1521,247,17,false
1522,391,292,false
1523,334,569,true
1524,832,550,true
1525,506,350,false
1526,741,23,true
1527,419,907,false
1528,554,736,false
1529,571,563,true
1530,246,379,false
1531,812,962,false
1532,466,293,true
1533,830,903,true
1534,76,367,false
1535,312,115,false
1536,802,770,true
1537,858,567,false
1538,539,256,true
1539,640,331,true
1540,609,893,true
1541,785,602,false
1542,830,47,false
1543,298,385,false
1544,162,512,true
1545,128,717,false
1546,690,512,true
1547,85,745,true
1548,38,677,false
1549,231,24,false
1550,266,929,true
1551,782,896,false
1552,237,228,false
1553,402,133,true
1554,360,559,false
1555,825,16,false
1556,986,769,true
1557,540,592,false
1558,856,606,true
1559,17,148,true
1560,107,486,false
1561,17,128,true
1562,622,77,false
1563,566,301,true
1564,792,827,false
1565,520,344,false
1566,877,481,false
1567,810,680,false
1568,767,845,true
1569,612,552,true
1570,494,205,false
1571,528,846,false
1572,188,385,false
1573,10,163,false
1574,892,526,false
1575,61,235,true
1576,794,154,false
1577,873,142,true
1578,875,549,false
1579,665,929,true
1580,523,414,true
1581,155,874,false
1582,502,98,false
1583,478,431,false
1584,646,868,false
1585,109,11,true
1586,576,121,true
1587,674,652,false
1588,789,75,true
1589,996,795,true
1590,465,303,false
1591,732,131,false
1592,211,553,false
1593,480,515,false
1594,352,309,false
1595,498,526,false
1596,885,995,true
1597,571,248,false
1598,296,962,false
1599,709,415,false
1600,817,856,false
1601,120,992,false
1602,264,94,false
1603,36,515,true
1604,669,31,false
1605,868,751,true
1606,60,251,true
1607,370,257,true
1608,433,353,false
1609,465,848,false
1610,302,194,false
1611,47,504,false
1612,944,318,false
1613,602,613,true
1614,589,901,false
1615,446,733,false
1616,310,242,true
1617,390,64,false
1618,319,598,false
1619,925,61,true
1620,746,656,false
1621,58,361,true
1622,7,251,true
1623,90,511,false
1624,683,804,false
1625,655,111,false
1626,993,455,true
1627,907,93,false
1628,94,765,true
1629,371,967,false
1630,718,877,false
1631,427,934,true
1632,332,998,false
1633,83,909,false
1634,558,304,false
1635,180,199,true
1636,866,310,true
1637,47,166,false
1638,634,922,false
1639,385,618,false
1640,427,953,true
1641,897,533,false
1642,175,181,false
1643,209,73,false
1644,173,751,true
1645,704,309,false
1646,445,887,false
1647,673,373,true
1648,60,112,true
1649,367,809,true
1650,698,659,true
1651,827,758,false
1652,62,288,true
1653,982,687,false
1654,483,841,false
1655,729,803,true
1656,781,403,false
1657,966,666,false
1658,118,102,false
1659,860,742,false
1660,765,773,true
1661,272,122,false
